filename,geometry,temperature,aspect_ratio,size,sat_mag,num_raw_points,num_diagram_points
geometry_prolate_T20_ar1p65_size50.csv,prolate,20,1.65,50,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size50.csv,prolate,20,1.7,50,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size50.csv,prolate,20,1.75,50,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size50.csv,prolate,20,1.8,50,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size50.csv,prolate,20,1.85,50,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size50.csv,prolate,20,1.9,50,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size50.csv,prolate,20,1.95,50,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size50.csv,prolate,20,2.0,50,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size50.csv,prolate,20,2.25,50,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size50.csv,prolate,20,2.5,50,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size50.csv,prolate,20,2.75,50,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size50.csv,prolate,20,3.0,50,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size50.csv,prolate,20,4.0,50,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size50.csv,prolate,20,5.0,50,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size50.csv,prolate,20,6.0,50,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size55.csv,oblate,20,0.166667,55,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size55.csv,oblate,20,0.25,55,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size55.csv,oblate,20,0.5,55,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size55.csv,oblate,20,0.666667,55,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size55.csv,oblate,20,0.909091,55,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size55.csv,prolate,20,1.0,55,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size55.csv,prolate,20,1.25,55,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size55.csv,prolate,20,1.5,55,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size55.csv,prolate,20,1.75,55,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size55.csv,prolate,20,2.0,55,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size55.csv,prolate,20,2.25,55,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size55.csv,prolate,20,2.5,55,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size55.csv,prolate,20,2.75,55,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size55.csv,prolate,20,6.0,55,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size60.csv,prolate,20,1.0,60,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size60.csv,prolate,20,1.05,60,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size60.csv,prolate,20,1.1,60,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size60.csv,prolate,20,1.15,60,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size60.csv,prolate,20,1.2,60,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size60.csv,prolate,20,1.25,60,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size60.csv,prolate,20,1.3,60,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size60.csv,prolate,20,1.35,60,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size60.csv,prolate,20,1.4,60,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size60.csv,prolate,20,1.45,60,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size60.csv,prolate,20,1.5,60,480767.837,5151,10201
geometry_prolate_T20_ar1p55_size60.csv,prolate,20,1.55,60,480767.837,5151,10201
geometry_prolate_T20_ar1p6_size60.csv,prolate,20,1.6,60,480767.837,5151,10201
geometry_prolate_T20_ar1p65_size60.csv,prolate,20,1.65,60,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size60.csv,prolate,20,1.7,60,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size60.csv,prolate,20,1.75,60,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size60.csv,prolate,20,1.8,60,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size60.csv,prolate,20,1.85,60,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size60.csv,prolate,20,1.9,60,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size60.csv,prolate,20,1.95,60,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size60.csv,prolate,20,2.0,60,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size60.csv,prolate,20,2.25,60,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size60.csv,prolate,20,2.5,60,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size60.csv,prolate,20,2.75,60,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size60.csv,prolate,20,3.0,60,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size60.csv,prolate,20,4.0,60,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size60.csv,prolate,20,5.0,60,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size60.csv,prolate,20,6.0,60,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size65.csv,oblate,20,0.166667,65,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size65.csv,oblate,20,0.25,65,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size65.csv,oblate,20,0.5,65,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size65.csv,oblate,20,0.666667,65,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size65.csv,oblate,20,0.909091,65,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size65.csv,prolate,20,1.0,65,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size65.csv,prolate,20,1.25,65,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size65.csv,prolate,20,1.5,65,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size65.csv,prolate,20,1.75,65,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size65.csv,prolate,20,2.0,65,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size65.csv,prolate,20,2.25,65,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size65.csv,prolate,20,2.5,65,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size65.csv,prolate,20,2.75,65,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size65.csv,prolate,20,6.0,65,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size70.csv,prolate,20,1.0,70,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size70.csv,prolate,20,1.05,70,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size70.csv,prolate,20,1.1,70,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size70.csv,prolate,20,1.15,70,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size70.csv,prolate,20,1.2,70,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size70.csv,prolate,20,1.25,70,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size70.csv,prolate,20,1.3,70,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size70.csv,prolate,20,1.35,70,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size70.csv,prolate,20,1.4,70,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size70.csv,prolate,20,1.45,70,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size70.csv,prolate,20,1.5,70,480767.837,5151,10201
geometry_prolate_T20_ar1p55_size70.csv,prolate,20,1.55,70,480767.837,5151,10201
geometry_prolate_T20_ar1p6_size70.csv,prolate,20,1.6,70,480767.837,5151,10201
geometry_prolate_T20_ar1p65_size70.csv,prolate,20,1.65,70,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size70.csv,prolate,20,1.7,70,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size70.csv,prolate,20,1.75,70,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size70.csv,prolate,20,1.8,70,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size70.csv,prolate,20,1.85,70,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size70.csv,prolate,20,1.9,70,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size70.csv,prolate,20,1.95,70,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size70.csv,prolate,20,2.0,70,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size70.csv,prolate,20,2.25,70,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size70.csv,prolate,20,2.5,70,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size70.csv,prolate,20,2.75,70,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size70.csv,prolate,20,3.0,70,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size70.csv,prolate,20,4.0,70,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size70.csv,prolate,20,5.0,70,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size70.csv,prolate,20,6.0,70,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size75.csv,oblate,20,0.166667,75,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size75.csv,oblate,20,0.25,75,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size75.csv,oblate,20,0.5,75,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size75.csv,oblate,20,0.666667,75,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size75.csv,oblate,20,0.909091,75,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size75.csv,prolate,20,1.0,75,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size75.csv,prolate,20,1.25,75,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size75.csv,prolate,20,1.5,75,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size75.csv,prolate,20,1.75,75,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size75.csv,prolate,20,2.0,75,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size75.csv,prolate,20,2.25,75,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size75.csv,prolate,20,2.5,75,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size75.csv,prolate,20,2.75,75,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size75.csv,prolate,20,6.0,75,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size80.csv,prolate,20,1.0,80,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size80.csv,prolate,20,1.05,80,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size80.csv,prolate,20,1.1,80,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size80.csv,prolate,20,1.15,80,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size80.csv,prolate,20,1.2,80,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size80.csv,prolate,20,1.25,80,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size80.csv,prolate,20,1.3,80,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size80.csv,prolate,20,1.35,80,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size80.csv,prolate,20,1.4,80,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size80.csv,prolate,20,1.45,80,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size80.csv,prolate,20,1.5,80,480767.837,5151,10201
geometry_prolate_T20_ar1p55_size80.csv,prolate,20,1.55,80,480767.837,5151,10201
geometry_prolate_T20_ar1p6_size80.csv,prolate,20,1.6,80,480767.837,5151,10201
geometry_prolate_T20_ar1p65_size80.csv,prolate,20,1.65,80,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size80.csv,prolate,20,1.7,80,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size80.csv,prolate,20,1.75,80,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size80.csv,prolate,20,1.8,80,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size80.csv,prolate,20,1.85,80,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size80.csv,prolate,20,1.9,80,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size80.csv,prolate,20,1.95,80,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size80.csv,prolate,20,2.0,80,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size80.csv,prolate,20,2.25,80,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size80.csv,prolate,20,2.5,80,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size80.csv,prolate,20,2.75,80,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size80.csv,prolate,20,3.0,80,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size80.csv,prolate,20,4.0,80,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size80.csv,prolate,20,5.0,80,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size80.csv,prolate,20,6.0,80,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size85.csv,oblate,20,0.166667,85,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size85.csv,oblate,20,0.25,85,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size85.csv,oblate,20,0.5,85,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size85.csv,oblate,20,0.666667,85,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size85.csv,oblate,20,0.909091,85,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size85.csv,prolate,20,1.0,85,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size85.csv,prolate,20,1.25,85,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size85.csv,prolate,20,1.5,85,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size85.csv,prolate,20,1.75,85,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size85.csv,prolate,20,2.0,85,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size85.csv,prolate,20,2.25,85,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size85.csv,prolate,20,2.5,85,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size85.csv,prolate,20,2.75,85,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size85.csv,prolate,20,6.0,85,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size90.csv,prolate,20,1.0,90,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size90.csv,prolate,20,1.05,90,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size90.csv,prolate,20,1.1,90,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size90.csv,prolate,20,1.15,90,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size90.csv,prolate,20,1.2,90,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size90.csv,prolate,20,1.25,90,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size90.csv,prolate,20,1.3,90,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size90.csv,prolate,20,1.35,90,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size90.csv,prolate,20,1.4,90,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size90.csv,prolate,20,1.45,90,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size90.csv,prolate,20,1.5,90,480767.837,5151,10201
geometry_prolate_T20_ar1p55_size90.csv,prolate,20,1.55,90,480767.837,5151,10201
geometry_prolate_T20_ar1p6_size90.csv,prolate,20,1.6,90,480767.837,5151,10201
geometry_prolate_T20_ar1p65_size90.csv,prolate,20,1.65,90,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size90.csv,prolate,20,1.7,90,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size90.csv,prolate,20,1.75,90,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size90.csv,prolate,20,1.8,90,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size90.csv,prolate,20,1.85,90,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size90.csv,prolate,20,1.9,90,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size90.csv,prolate,20,1.95,90,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size90.csv,prolate,20,2.0,90,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size90.csv,prolate,20,2.25,90,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size90.csv,prolate,20,2.5,90,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size90.csv,prolate,20,2.75,90,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size90.csv,prolate,20,3.0,90,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size90.csv,prolate,20,4.0,90,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size90.csv,prolate,20,5.0,90,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size90.csv,prolate,20,6.0,90,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size95.csv,oblate,20,0.166667,95,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size95.csv,oblate,20,0.25,95,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size95.csv,oblate,20,0.5,95,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size95.csv,oblate,20,0.666667,95,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size95.csv,oblate,20,0.909091,95,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size95.csv,prolate,20,1.0,95,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size95.csv,prolate,20,1.25,95,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size95.csv,prolate,20,1.5,95,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size95.csv,prolate,20,1.75,95,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size95.csv,prolate,20,2.0,95,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size95.csv,prolate,20,2.25,95,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size95.csv,prolate,20,2.5,95,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size95.csv,prolate,20,2.75,95,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size95.csv,prolate,20,6.0,95,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size100.csv,prolate,20,1.0,100,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size100.csv,prolate,20,1.05,100,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size100.csv,prolate,20,1.1,100,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size100.csv,prolate,20,1.15,100,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size100.csv,prolate,20,1.2,100,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size100.csv,prolate,20,1.25,100,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size100.csv,prolate,20,1.3,100,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size100.csv,prolate,20,1.35,100,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size100.csv,prolate,20,1.4,100,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size100.csv,prolate,20,1.45,100,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size100.csv,prolate,20,1.5,100,480767.837,5151,10201
geometry_prolate_T20_ar1p55_size100.csv,prolate,20,1.55,100,480767.837,5151,10201
geometry_prolate_T20_ar1p6_size100.csv,prolate,20,1.6,100,480767.837,5151,10201
geometry_prolate_T20_ar1p65_size100.csv,prolate,20,1.65,100,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size100.csv,prolate,20,1.7,100,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size100.csv,prolate,20,1.75,100,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size100.csv,prolate,20,1.8,100,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size100.csv,prolate,20,1.85,100,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size100.csv,prolate,20,1.9,100,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size100.csv,prolate,20,1.95,100,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size100.csv,prolate,20,2.0,100,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size100.csv,prolate,20,2.25,100,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size100.csv,prolate,20,2.5,100,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size100.csv,prolate,20,2.75,100,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size100.csv,prolate,20,3.0,100,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size100.csv,prolate,20,4.0,100,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size100.csv,prolate,20,5.0,100,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size100.csv,prolate,20,6.0,100,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size105.csv,oblate,20,0.166667,105,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size105.csv,oblate,20,0.25,105,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size105.csv,oblate,20,0.5,105,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size105.csv,oblate,20,0.666667,105,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size105.csv,oblate,20,0.909091,105,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size110.csv,prolate,20,1.0,110,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size110.csv,prolate,20,1.05,110,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size110.csv,prolate,20,1.1,110,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size110.csv,prolate,20,1.15,110,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size110.csv,prolate,20,1.2,110,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size110.csv,prolate,20,1.25,110,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size110.csv,prolate,20,1.3,110,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size110.csv,prolate,20,1.35,110,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size110.csv,prolate,20,1.4,110,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size110.csv,prolate,20,1.45,110,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size110.csv,prolate,20,1.5,110,480767.837,5151,10201
geometry_prolate_T20_ar1p55_size110.csv,prolate,20,1.55,110,480767.837,5151,10201
geometry_prolate_T20_ar1p6_size110.csv,prolate,20,1.6,110,480767.837,5151,10201
geometry_prolate_T20_ar1p65_size110.csv,prolate,20,1.65,110,480767.837,5151,10201
geometry_prolate_T20_ar1p7_size110.csv,prolate,20,1.7,110,480767.837,5151,10201
geometry_prolate_T20_ar1p75_size110.csv,prolate,20,1.75,110,480767.837,5151,10201
geometry_prolate_T20_ar1p8_size110.csv,prolate,20,1.8,110,480767.837,5151,10201
geometry_prolate_T20_ar1p85_size110.csv,prolate,20,1.85,110,480767.837,5151,10201
geometry_prolate_T20_ar1p9_size110.csv,prolate,20,1.9,110,480767.837,5151,10201
geometry_prolate_T20_ar1p95_size110.csv,prolate,20,1.95,110,480767.837,5151,10201
geometry_prolate_T20_ar2p0_size110.csv,prolate,20,2.0,110,480767.837,5151,10201
geometry_prolate_T20_ar2p25_size110.csv,prolate,20,2.25,110,480767.837,5151,10201
geometry_prolate_T20_ar2p5_size110.csv,prolate,20,2.5,110,480767.837,5151,10201
geometry_prolate_T20_ar2p75_size110.csv,prolate,20,2.75,110,480767.837,5151,10201
geometry_prolate_T20_ar3p0_size110.csv,prolate,20,3.0,110,480767.837,5151,10201
geometry_prolate_T20_ar4p0_size110.csv,prolate,20,4.0,110,480767.837,5151,10201
geometry_prolate_T20_ar5p0_size110.csv,prolate,20,5.0,110,480767.837,5151,10201
geometry_prolate_T20_ar6p0_size110.csv,prolate,20,6.0,110,480767.837,5151,10201
geometry_oblate_T20_ar0p166667_size115.csv,oblate,20,0.166667,115,480767.837,5151,10201
geometry_oblate_T20_ar0p25_size115.csv,oblate,20,0.25,115,480767.837,5151,10201
geometry_oblate_T20_ar0p5_size115.csv,oblate,20,0.5,115,480767.837,5151,10201
geometry_oblate_T20_ar0p666667_size115.csv,oblate,20,0.666667,115,480767.837,5151,10201
geometry_oblate_T20_ar0p909091_size115.csv,oblate,20,0.909091,115,480767.837,5151,10201
geometry_prolate_T20_ar1p0_size120.csv,prolate,20,1.0,120,480767.837,5151,10201
geometry_prolate_T20_ar1p05_size120.csv,prolate,20,1.05,120,480767.837,5151,10201
geometry_prolate_T20_ar1p1_size120.csv,prolate,20,1.1,120,480767.837,5151,10201
geometry_prolate_T20_ar1p15_size120.csv,prolate,20,1.15,120,480767.837,5151,10201
geometry_prolate_T20_ar1p2_size120.csv,prolate,20,1.2,120,480767.837,5151,10201
geometry_prolate_T20_ar1p25_size120.csv,prolate,20,1.25,120,480767.837,5151,10201
geometry_prolate_T20_ar1p3_size120.csv,prolate,20,1.3,120,480767.837,5151,10201
geometry_prolate_T20_ar1p35_size120.csv,prolate,20,1.35,120,480767.837,5151,10201
geometry_prolate_T20_ar1p4_size120.csv,prolate,20,1.4,120,480767.837,5151,10201
geometry_prolate_T20_ar1p45_size120.csv,prolate,20,1.45,120,480767.837,5151,10201
geometry_prolate_T20_ar1p5_size120.csv,prolate,20,1.5,120,480767.837,5151,10201
